libraryName	laneNb	pipelineVersion	laneYield	clustersPF	percentPFClusters	percentQ30PF	meanScorePF	DirectoryLocation
D4-1	1	2.2	1,370	4,536,731	100	89.96	35.23	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
F8-4	1	2.2	10,751	35,599,909	100	89.04	35.01	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
M6-4	1	2.2	0	71	100	90.01	35.2	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
M6-3	1	2.2	558	1,846,359	100	91.62	35.56	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
M6-2	1	2.2	1,151	3,810,364	100	89.95	35.26	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
M6-1	1	2.2	450	1,490,053	100	88.59	35.02	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
M5-5	1	2.2	70	232,218	100	90.32	35.33	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
M5-3	1	2.2	0	65	100	87.87	34.74	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
M5-2	1	2.2	0	96	100	90.7	35.36	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
M5-1	1	2.2	0	0				/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
M4-3	1	2.2	829	2,744,437	100	91.25	35.5	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
M4-2	1	2.2	0	0				/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
M3-5	1	2.2	1,127	3,730,589	100	90.53	35.36	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
D9-5	1	2.2	11,611	38,445,580	100	88.62	34.96	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
D9-4	1	2.2	1,348	4,462,430	100	89.73	35.2	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
D9-3	1	2.2	4,911	16,261,769	100	90.04	35.23	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
D9-1	1	2.2	596	1,974,059	100	88.62	34.98	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
D8-4	1	2.2	317	1,050,640	100	90.33	35.3	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
D8-3	1	2.2	247	818,943	100	90.62	35.36	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
D8-2	1	2.2	568	1,880,320	100	89.91	35.24	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
D8-1	1	2.2	798	2,643,326	100	90.44	35.34	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
D7-5	1	2.2	220	729,377	100	90.91	35.42	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
D7-4	1	2.2	1,251	4,143,762	100	90.77	35.38	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
D7-3	1	2.2	312	1,033,374	100	90.81	35.4	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
D7-2	1	2.2	253	837,891	100	90.02	35.24	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230227_HGMH3DMXY_Malaysia_samples_run2/RawData
A5-2	1	2.2	5,470	18,113,854	100	89.82	35.18	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A2-1	1	2.2	5,838	19,330,672	100	90.4	35.29	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F9-5	1	2.2	9,098	30,126,648	100	89.66	35.15	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F8-4	1	2.2	16,744	55,442,552	100	90.09	35.21	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D9-5	1	2.2	18,060	59,799,739	100	89.78	35.18	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D9-4	1	2.2	2,117	7,009,062	100	90.81	35.4	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D9-3	1	2.2	7,527	24,923,511	100	91	35.41	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D9-1	1	2.2	935	3,094,980	100	89.9	35.22	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D8-4	1	2.2	511	1,691,426	100	91.31	35.49	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D8-3	1	2.2	415	1,374,587	100	91.67	35.56	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D8-2	1	2.2	909	3,008,308	100	90.92	35.43	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D8-1	1	2.2	1,255	4,155,327	100	91.72	35.58	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D7-5	1	2.2	340	1,126,037	100	91.89	35.61	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D7-4	1	2.2	1,991	6,593,534	100	91.73	35.57	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D7-3	1	2.2	503	1,664,377	100	91.72	35.57	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D7-2	1	2.2	392	1,298,298	100	91.13	35.46	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D7-1	1	2.2	934	3,094,031	100	91.6	35.55	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D6-5	1	2.2	2,073	6,863,338	100	91.98	35.62	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D6-2	1	2.2	163	538,781	100	91.41	35.52	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D5-3	1	2.2	1,590	5,265,982	100	88.59	35.01	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D5-2	1	2.2	1,243	4,115,849	100	91.33	35.51	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D5-1	1	2.2	1,146	3,794,730	100	90.81	35.4	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D4-5	1	2.2	1,379	4,565,559	100	90.45	35.32	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D4-4	1	2.2	1,365	4,518,271	100	91.95	35.61	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D4-2	1	2.2	1,427	4,723,574	100	89.54	35.15	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D4-1	1	2.2	2,034	6,736,369	100	91.02	35.43	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C9-1	1	2.2	2,424	8,026,303	100	91.08	35.46	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C8-4	1	2.2	1,965	6,505,739	100	91.16	35.46	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C8-3	1	2.2	3,650	12,085,888	100	90.62	35.36	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C6-5	1	2.2	2,311	7,653,953	100	91.05	35.45	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C6-4	1	2.2	2,765	9,154,800	100	91.03	35.43	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C5-2	1	2.2	1,943	6,434,169	100	91.46	35.52	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C5-1	1	2.2	5,611	18,578,817	100	90.29	35.29	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C4-2	1	2.2	1,712	5,667,941	100	90.86	35.4	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M7-5	1	2.2	5,077	16,811,014	100	90.35	35.32	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M7-4	1	2.2	1,977	6,547,974	100	89.05	35.1	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M7-3	1	2.2	2,047	6,777,881	100	89.88	35.24	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M7-2	1	2.2	2,963	9,812,761	100	91.53	35.53	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M7-1	1	2.2	2,293	7,593,469	100	91.54	35.53	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M6-4	1	2.2	0	0				/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M6-3	1	2.2	846	2,800,879	100	92.47	35.72	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M6-2	1	2.2	1,755	5,810,243	100	91.08	35.47	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M6-1	1	2.2	719	2,380,167	100	90.06	35.3	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M5-5	1	2.2	108	357,995	100	91.35	35.53	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M5-3	1	2.2	0	0				/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M5-2	1	2.2	0	0				/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M5-1	1	2.2	0	0				/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M4-3	1	2.2	1,254	4,153,491	100	92.12	35.66	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M4-2	1	2.2	0	0				/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M3-5	1	2.2	1,804	5,973,806	100	91.54	35.55	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M3-3	1	2.2	3,098	10,259,063	100	91.35	35.53	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M3-2	1	2.2	788	2,607,732	100	91.49	35.55	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M3-1	1	2.2	0	0				/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M2-3	1	2.2	1,524	5,044,922	100	92.56	35.74	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M2-2	1	2.2	974	3,224,058	100	91.76	35.59	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M2-1	1	2.2	1,024	3,389,116	100	91.98	35.63	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A6-4	1	2.2	16,324	54,052,769	100	89.98	35.2	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A6-3	1	2.2	9,601	31,790,534	100	90.32	35.27	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A5-5	1	2.2	8,969	29,700,026	100	90.84	35.37	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A5-3	1	2.2	2,310	7,648,923	100	91.58	35.53	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A4-3	1	2.2	4,921	16,294,525	100	90.1	35.23	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A3-4	1	2.2	12,962	42,919,738	100	89.81	35.18	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A2-5	1	2.2	4,127	13,666,928	100	90.65	35.36	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A2-4	1	2.2	9,087	30,088,536	100	90.79	35.37	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A1-5	1	2.2	6,826	22,603,588	100	90.56	35.32	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A1-4	1	2.2	4,127	13,666,457	100	90.48	35.31	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F9-1	1	2.2	1,528	5,059,373	100	91.52	35.53	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F8-5	1	2.2	3,860	12,781,085	100	90.77	35.37	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F8-3	1	2.2	6,523	21,598,716	100	90.55	35.32	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F8-1	1	2.2	4,087	13,531,569	100	90.33	35.3	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F7-1	1	2.2	2,517	8,335,305	100	90.64	35.34	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F4-5	1	2.2	6,124	20,278,562	100	89.81	35.19	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F4-3	1	2.2	9,786	32,404,163	100	90.13	35.23	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D9-2	1	2.2	2,561	8,479,622	100	91.43	35.51	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D8-5	1	2.2	1,941	6,425,654	100	90.71	35.38	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D6-4	1	2.2	1,511	5,003,119	100	91.59	35.55	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D6-3	1	2.2	3,221	10,665,514	100	91.11	35.45	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D6-1	1	2.2	755	2,500,189	100	92.5	35.73	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D5-5	1	2.2	1,806	5,979,222	100	91.8	35.58	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D5-4	1	2.2	2,440	8,080,460	100	91.97	35.61	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
D4-3	1	2.2	2,376	7,867,559	100	92.06	35.63	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C9-5	1	2.2	2,588	8,569,411	100	91.12	35.45	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C9-4	1	2.2	3,072	10,173,160	100	91.07	35.44	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C9-3	1	2.2	3,799	12,579,132	100	91.44	35.51	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C8-2	1	2.2	2,539	8,405,901	100	91.58	35.55	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C8-1	1	2.2	4,252	14,079,923	100	91.1	35.45	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C7-5	1	2.2	1,185	3,925,450	100	92.23	35.67	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C7-3	1	2.2	0	0				/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C6-2	1	2.2	4,958	16,416,999	100	91.26	35.48	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C6-1	1	2.2	0	1	100	89.74	34.84	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C5-5	1	2.2	1,604	5,311,484	100	91.57	35.54	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C5-4	1	2.2	3,005	9,949,315	100	91.79	35.58	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C5-3	1	2.2	2,375	7,863,961	100	90.99	35.45	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C4-5	1	2.2	2,742	9,078,356	100	91.34	35.5	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C4-4	1	2.2	3,349	11,088,448	100	91.06	35.46	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M6-5	1	2.2	572	1,893,785	100	91.94	35.62	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M5-4	1	2.2	854	2,826,554	100	91.1	35.48	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M4-4	1	2.2	0	0				/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M4-1	1	2.2	1,373	4,547,729	100	92.07	35.64	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M3-4	1	2.2	1,828	6,053,061	100	92.91	35.8	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A6-1	1	2.2	8,415	27,864,559	100	90.72	35.35	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A5-4	1	2.2	6,802	22,524,367	100	89.15	35.05	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A5-1	1	2.2	12,927	42,805,888	100	89.73	35.16	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A4-4	1	2.2	27,240	90,199,618	100	89.68	35.15	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A4-2	1	2.2	12,404	41,071,537	100	88.71	34.99	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A4-1	1	2.2	8,501	28,149,386	100	91.09	35.41	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A3-5	1	2.2	8,504	28,157,979	100	89.65	35.17	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A3-3	1	2.2	17,979	59,534,282	100	87.2	34.7	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A3-2	1	2.2	10,780	35,695,821	100	89.72	35.15	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A3-1	1	2.2	16,630	55,066,006	100	89.9	35.18	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A2-3	1	2.2	19,428	64,331,355	100	89.65	35.13	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A2-2	1	2.2	25,616	84,821,104	100	89.51	35.11	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A1-3	1	2.2	11,352	37,590,939	100	90.41	35.28	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A1-2	1	2.2	6,909	22,878,869	100	90.64	35.33	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A1-1	1	2.2	12,426	41,147,046	100	89.73	35.12	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F9-4	1	2.2	7,215	23,890,795	100	90.57	35.31	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F9-2	1	2.2	4,258	14,098,921	100	90.3	35.31	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F8-2	1	2.2	17,788	58,901,867	100	89.37	35.1	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
